0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.01633967057280371,-0.13498195895176154,-0.10761927062051654,-0.509897543369952,-0.10374402302784483,0.08893510289544726,0.030273016385880386,0.011050308836041797,0.06450603928509648,0.025523400206355067,-0.38100931481561545,-0.40242013692604606,0.07576853562263564,-0.5877164055373894,-0.5473973388057134
